"Time","Instance Id","az","resTime","errors","Instance Type","requests","qps","bids"
"15/12/2021 14:33","5.79.126.200","AMS",180,0,"HP DL380eG8 - E5-2420","144,953","2416","486"
"15/12/2021 14:33","95.211.125.231","AMS",182,0,"HP DL380eG8 - E5-2420","144,809","2413","496"
"15/12/2021 14:33","5.79.126.199","AMS",194,0,"HP DL380eG8 - E5-2420","144,669","2411","457"
"15/12/2021 14:33","95.211.125.238","AMS",172,0,"HP DL380eG8 - E5-2420","144,602","2410","455"
"15/12/2021 14:33","5.79.125.8","AMS",201,0,"HP DL380eG8 - E5-2420","144,450","2408","474"
"15/12/2021 14:33","5.79.126.195","AMS",185,0,"HP DL380eG8 - E5-2420","144,448","2407","492"
"15/12/2021 14:33","5.79.125.7","AMS",177,0,"HP DL380eG8 - E5-2420","144,306","2405","455"
"15/12/2021 14:33","5.79.126.198","AMS",179,0,"HP DL380eG8 - E5-2420","143,849","2397","477"
"15/12/2021 14:33","23.106.249.43","SGP",591,0,"HP DL120 G9 Xeon E5-1650v","11,313","189","307"
"15/12/2021 14:33","209.58.168.143","SGP",332,0,"Dell R620 2x Intel Xeon E","11,307","188","90"
"15/12/2021 14:33","23.106.253.48","SGP",581,0,"HP DL120 G9 Xeon E5-1650v","11,246","187","354"
"15/12/2021 14:33","209.58.170.136","SGP",380,0,"HP DL120 G9 Xeon E5-1650v","11,186","186","134"
"15/12/2021 14:33","108.59.9.182","USE",651,0,"2x Intel Xeon E5-2420","256,550","4276","8,760"
"15/12/2021 14:33","207.244.69.201","USE",278,0,"2x Intel Xeon E5-2420","247,975","4133","9,000"
"15/12/2021 14:33","207.244.116.243","USE",334,0,"2x Intel Xeon E5-2420","228,543","3809","8,584"
"15/12/2021 14:33","207.244.125.214","USE",272,0,"2x Intel Xeon E5-2420","133,074","2218","5,609"
"15/12/2021 14:33","23.105.170.102","USE",233,0,"2x Intel Xeon E5-2420","132,006","2200","5,700"
"15/12/2021 14:33","207.244.125.221","USE",245,0,"2x Intel Xeon E5-2420","126,224","2104","5,719"
"15/12/2021 14:33","23.82.11.27","USE",227,0,"2x Intel Xeon E5-2420","118,242","1971","5,515"
"15/12/2021 14:33","162.210.198.66","USE",219,0,"2x Intel Xeon E5-2420","109,566","1826","4,725"
"15/12/2021 14:33","207.244.116.242","USE",210,0,"2x Intel Xeon E5-2420","107,614","1794","4,874"
"15/12/2021 14:33","23.19.65.148","USW",374,0,"2x Intel Xeon E5-2630v4","118,987","1983","5,943"
"15/12/2021 14:33","23.19.73.28","USW",377,0,"2x Intel Xeon E5-2630v4","118,400","1973","5,835"
"15/12/2021 14:33","23.19.65.146","USW",371,0,"2x Intel Xeon E5-2630v4","118,218","1970","5,830"
